Time,Distance,RMSE_zmp_x,RMSE_zmp_y,RMSE_com_x,RMSE_com_y,RMSE_com_z,ajustes,RMSE_ABS_com_x,RMSE_ABS_com_y
51.046,2.032817,0.006599996098347758,0.00029575375351691585,0.0022176963199449238,0.04310561016795437,0.0009102738001573509,0,0.004174095779307631,0.005276850248383163
