com_y,sim_com_y,com_x,sim_com_x,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40
-0.0140474,0.0139397,0.000977779,-0.0293245,6.56853,-14.9772,1.12503,-3.68689,-216.953,115.786,256.841,-102.62,-112.596,-72.8466,-25.829,19.3414,-24.0,-3.08515,-359.934,-24.0639,435.735,-165.61,-3.24163,-63.6535,0.1312,30.0,-24.0,5.42604,6.56853,6.56853,6.56853,6.56853,11.8567,-0.235482,-0.101656,-6.54077,71.7976,-32.3879,6.63326,19.3082,16.775,3.57699,-0.24226,3.4554
-0.0152555,0.0129207,0.00122932,-0.0292428,56.3471,-58.9371,8.47867,-13.2045,550.558,240.111,-675.807,187.885,-157.758,25.2054,82.1511,-30.0,-24.0,-30.0,-335.822,-20.5632,424.151,-183.633,-4.2905,-53.4574,-2.50783,30.0,-24.0,6.1095,56.3471,56.3471,56.3471,56.3471,-18.7021,-2.52873,-0.135299,1.79794,-16.0358,-21.4529,-54.6292,4.01114,4.36813,4.91731,-7.86005,0.249358
-0.0165834,0.0118702,0.00176135,-0.0289533,94.9475,-114.449,16.8319,-23.2091,491.131,232.416,-534.358,154.753,-147.338,84.0,76.2605,-30.0,24.0,-30.0,-337.034,-20.7661,418.903,-181.453,-10.2711,-62.5264,-4.0901,28.9185,-24.0,3.53893,94.9475,94.9475,94.9475,94.9475,-1.24833,-3.01064,-12.7188,-1.32491,-9.17844,-19.2315,-80.0237,-3.49383,-0.0538405,5.60691,-13.6147,1.38874
-0.0178426,0.0110154,0.00245502,-0.0285281,27.3346,-41.234,2.91193,-7.60267,-107.017,150.807,267.409,-178.936,-110.347,6.07402,47.3814,-18.1422,-24.0,-30.0,-359.08,-24.7042,428.465,-181.712,-16.113,-66.3197,-3.40594,30.0,-21.9142,3.68352,27.3346,27.3346,27.3346,27.3346,3.04334,-9.2742,-12.7284,0.577458,-87.4915,-6.14337,-14.6465,-23.9243,-13.7065,3.52465,-3.41136,-3.15341
-0.0191696,0.0100457,0.00314672,-0.0280984,7.44165,-21.8986,1.84461,-6.06395,-477.346,95.1277,540.617,-184.349,-86.4139,-84.0,25.3429,30.0,-24.0,-30.0,-365.494,-24.9987,416.636,-159.526,-20.0339,-64.7471,-1.31946,30.0,-14.2896,5.25188,7.44165,7.44165,7.44165,7.44165,-12.3768,-17.8366,0.338215,6.2118,-82.7961,10.2366,-14.8404,-26.1142,-18.0724,0.816804,-1.05397,-4.76264
-0.0205469,0.00903649,0.0038992,-0.0276847,67.5764,-92.1348,13.0042,-16.8032,-473.394,41.1484,529.914,-174.34,-60.8376,-84.0,3.50151,30.0,-24.0,-30.0,-347.851,-19.5537,406.329,-155.985,-22.232,-59.1475,1.04056,30.0,-13.8866,6.4378,67.5764,67.5764,67.5764,67.5764,-9.16332,-21.7562,0.066717,7.89239,-18.6209,22.6637,-62.0713,-3.44227,-7.00679,-1.58799,-10.4825,-1.89753
-0.0217927,0.00795686,0.0043087,-0.0272283,29.5604,-53.713,9.95255,-11.8009,-949.061,-3.44837,1250.66,-452.541,-34.6546,-84.0,-13.9884,30.0,-24.0,-30.0,-373.435,-17.8302,458.519,-176.861,-18.7909,-62.4909,1.43466,30.0,-19.148,6.64676,29.5604,29.5604,29.5604,29.5604,10.2853,-21.2532,-13.1961,5.21266,-37.6217,34.565,-38.8003,-12.1413,-13.6765,-3.73683,-5.68523,-3.26625
-0.0228092,0.00705513,0.0046154,-0.0267686,54.112,-85.4593,14.7554,-16.3838,-465.54,-34.5131,513.762,-145.363,-18.2819,-84.0,-26.1864,30.0,-24.0,-30.0,-348.477,-12.1441,419.692,-147.964,-17.6523,-58.0105,0.991388,30.0,-13.7132,5.44442,54.112,54.112,54.112,54.112,-6.17337,-24.6229,-0.662765,9.42829,9.56071,40.7553,-73.6692,-0.429751,-8.38677,-5.03475,-9.19771,-1.86556
-0.0235644,0.00635555,0.0043585,-0.0263702,-8.67391,-14.1909,5.82366,-4.69321,-944.743,-50.7199,1243.76,-425.309,-7.09086,-84.0,-31.0905,30.0,-24.0,-30.0,-361.307,-10.6245,424.148,-140.268,-16.258,-61.0507,-0.906506,30.0,-15.0893,3.66438,-8.67391,-8.67391,-8.67391,-8.67391,10.4151,-21.7355,-13.6388,5.53585,-62.5552,40.3833,-10.1309,-19.6884,-19.0156,-5.33741,-0.192058,-4.09788
-0.024147,0.00573262,0.00426466,-0.0260656,64.6273,-87.1179,16.716,-16.7243,-136.419,0.00969086,307.598,-96.5735,-26.3676,84.0,12.9298,-28.4457,24.0,-5.93104,-314.77,-7.57619,392.406,-150.675,-16.3734,-61.3926,-0.829687,30.0,-24.0,3.07075,64.6273,64.6273,64.6273,64.6273,34.3823,-13.0074,-0.465784,9.35563,9.4826,40.2534,-74.6709,2.24851,-6.11864,-5.7184,-10.4055,0.0391998
-0.0247273,0.00525154,0.0038208,-0.0260225,-18.9899,24.8161,3.2479,2.25047,-937.206,-44.1888,1234.23,-405.327,-9.76882,-84.0,-23.8806,30.0,-24.0,-25.3902,-352.78,-8.33161,432.264,-139.219,-15.4551,-61.1076,-1.97728,30.0,-17.4286,0.965094,-18.9899,-18.9899,-18.9899,-18.9899,7.72209,-19.4818,-13.7293,4.29809,-57.7809,35.403,-9.08052,-20.4378,-18.5467,-4.83806,-0.0889815,-2.93487
-0.0251349,0.00487327,0.00349141,-0.0261568,-94.1645,103.285,-6.15597,12.9693,-470.793,-21.7972,540.47,-127.341,-25.4155,-84.0,-16.765,30.0,-24.0,-29.8504,-332.445,-9.27826,428.959,-140.388,-15.5272,-58.3521,-1.78119,30.0,-16.4951,0.00653846,-94.1645,-94.1645,-94.1645,-94.1645,-10.6113,-20.348,-0.355707,7.31391,9.89343,30.9544,-68.7601,-4.58715,-8.92932,-3.9646,-7.02883,-0.882142
-0.0255884,0.00457596,0.00274006,-0.0265332,-24.7242,33.5461,2.54654,3.26876,-935.963,-7.17482,1266.07,-411.45,-30.1335,-84.0,-10.8635,30.0,-24.0,-30.0,-358.408,-11.4553,466.565,-151.319,-13.6943,-62.687,-0.846775,30.0,-11.549,0.5952,-24.7242,-24.7242,-24.7242,-24.7242,3.51404,-16.2928,-13.4888,2.42359,-68.0045,26.4438,-10.5748,-22.9186,-18.4898,-2.45223,-2.38367,-3.82361
-0.0260813,0.00431681,0.00230605,-0.0270945,-73.3501,87.9062,-10.6602,16.8783,-474.411,-0.561317,580.608,-140.648,-34.6414,-84.0,-7.90182,30.0,-24.0,-28.8958,-337.546,-8.30388,454.292,-153.138,-13.5638,-58.7292,0.588376,30.0,-13.5176,1.9218,-73.3501,-73.3501,-73.3501,-73.3501,-13.9252,-16.294,-0.665667,5.77292,-17.8014,21.9648,-58.3155,-4.18435,-6.82499,-1.9165,-11.2489,-1.50327
-0.0265001,0.00407596,0.00146914,-0.0277367,-19.747,34.687,-7.40585,11.8767,-862.748,18.3438,1149.38,-361.138,-40.5301,-84.0,-2.23724,30.0,-24.0,-30.0,-309.913,-8.00482,377.746,-117.138,-10.5689,-60.2477,1.2522,22.8008,-14.5572,2.91612,-19.747,-19.747,-19.747,-19.747,0.04421,-12.4943,-12.1697,1.83921,-64.1051,18.3042,-21.9,-15.2242,-12.5044,-0.847059,-6.23524,-3.46061
-0.0268976,0.00382996,0.00105546,-0.0284111,-43.7731,63.2439,-14.2666,17.7017,-553.861,29.212,696.225,-210.633,-45.0519,-84.0,1.47165,30.0,-24.0,-30.0,-327.714,-6.66136,398.914,-141.414,-8.88232,-51.8625,1.38127,30.0,-24.0,3.55527,-43.7731,-43.7731,-43.7731,-43.7731,-11.1515,-12.0158,-3.23051,4.22272,-38.8709,15.4793,-44.2956,-9.20899,-8.41164,-0.435051,-8.8605,-2.45125
-0.0272326,0.00362014,0.000835509,-0.0288634,-28.1634,50.0062,-11.4351,11.6484,-846.421,37.9248,1122.82,-388.349,-46.0978,-84.0,3.52168,30.0,-24.0,-30.0,327.832,-4.73258,-397.527,148.109,-5.10745,61.1344,1.78798,-30.0,24.0,4.5333,-28.1634,-28.1634,-28.1634,-28.1634,-2.67448,-8.3797,-10.6761,1.42016,-45.7295,10.7527,-26.7523,-11.3752,-8.58816,-0.162496,-5.54216,-1.99946
-0.0275893,0.0034256,0.00160563,-0.0290234,-53.1579,74.1196,-14.5603,13.9346,-495.045,36.0445,562.461,-158.788,-44.3803,-84.0,3.91465,30.0,-24.0,-27.9633,333.209,-3.71932,-400.08,146.785,-2.26311,63.8421,1.70851,-30.0,24.0,4.73673,-53.1579,-53.1579,-53.1579,-53.1579,-15.0655,-7.33676,-1.43582,3.55852,-33.5869,10.4046,-44.1881,-12.0845,-8.97024,0.273212,-7.14927,-1.99688
-0.0277779,0.00324873,0.00227764,-0.0288242,-74.8693,94.4936,-15.7979,14.4853,-906.503,20.5235,1206.36,-420.773,-25.0164,-84.0,1.96621,30.0,-24.0,-17.0733,333.644,-0.776529,-383.78,135.316,-1.30728,63.6713,1.37255,-30.0,24.0,4.25331,-74.8693,-74.8693,-74.8693,-74.8693,-1.29642,-2.58579,-12.5597,0.116369,-12.7941,7.70396,-53.6449,-8.94426,-6.15043,0.254317,-9.57673,0.0598541
-0.0278669,0.00311064,0.00296898,-0.0282537,-90.5943,105.969,-15.3117,14.3026,-900.31,7.17763,1196.74,-411.308,-9.69804,-84.0,0.972473,30.0,-21.9884,-7.60475,332.241,1.57187,-358.664,117.923,0.410443,63.0503,0.652409,-30.0,24.0,3.35778,-90.5943,-90.5943,-90.5943,-90.5943,-0.458555,0.332798,-12.7624,0.266581,-7.89487,6.98801,-60.8206,-9.06501,-6.17864,0.519498,-10.4666,0.0842035
-0.0277961,0.00302986,0.00339804,-0.0274484,-52.5389,62.5963,-9.17548,8.81281,-656.948,8.77704,775.715,-171.511,-6.50909,-48.6678,2.93768,30.0,24.0,-3.77529,348.557,3.37136,-395.0,145.089,1.26395,65.0509,-0.186725,-30.0,24.0,2.01798,-52.5389,-52.5389,-52.5389,-52.5389,0.523615,2.81538,-12.8816,0.318501,-56.1018,4.74926,-30.7076,-17.7698,-11.1146,1.61681,-7.23817,-2.19217
-0.0276603,0.00302735,0.00358964,-0.026606,-61.2065,68.4323,-8.03755,9.31651,-295.51,-0.481452,390.089,-142.826,0.41048,-53.417,-1.94352,30.0,-24.0,-2.64808,344.677,3.50979,-393.723,142.058,3.47814,62.6844,-0.927712,-30.0,24.0,1.0559,-61.2065,-61.2065,-61.2065,-61.2065,-14.9885,-0.981083,-0.881688,3.79452,-51.2637,1.64997,-39.0531,-13.1813,-8.07807,1.96912,-6.80179,-1.9685
-0.0274918,0.0030992,0.00355207,-0.0259655,-23.1758,28.2719,0.499131,1.58775,-238.51,16.4901,3.59462,185.976,-5.43695,-61.8024,8.82865,13.815,24.0,2.5103,341.226,3.769,-360.02,112.918,4.93063,63.7494,-1.74332,-30.0,24.0,-0.387224,-23.1758,-23.1758,-23.1758,-23.1758,-12.4672,5.76581,-1.37299,3.65319,-83.5041,-1.01105,-7.08318,-22.0603,-12.8497,2.33555,-2.02054,-2.83593
-0.0273319,0.0032291,0.00368433,-0.0255897,-84.5005,92.6868,-9.47462,13.6922,365.84,30.9723,-724.862,395.634,-12.1674,-5.54323,13.658,-30.0,24.0,2.25727,323.157,2.25185,-374.769,142.213,7.68543,59.1305,-2.76664,-30.0,24.0,-1.22437,-84.5005,-84.5005,-84.5005,-84.5005,-14.7209,7.95188,-0.743259,3.41012,-6.92961,-5.84027,-64.5831,-4.45615,-1.78919,2.35409,-8.16085,0.884686
-0.0271814,0.00339372,0.00360108,-0.0254583,10.726,-24.6526,1.49441,-1.4782,523.301,51.4802,-569.205,182.572,-17.9733,84.0,18.994,-30.0,24.0,2.51433,-345.739,1.14404,432.21,-163.918,8.15296,-62.0708,-3.52719,30.0,-15.7807,-2.75146,10.726,10.726,10.726,10.726,0.709795,12.6578,-12.9339,-0.806264,72.0013,-23.7598,12.7171,21.6305,17.3307,1.92528,-0.735081,3.6525
-0.027049,0.00355069,0.00355594,-0.0255399,55.4818,-67.8998,1.74535,-0.0978941,506.369,37.5038,-565.344,175.989,-22.2294,84.0,24.4592,-30.0,24.0,2.67696,-310.562,-0.932049,407.606,-155.935,11.4548,-51.8279,-4.39369,30.0,-13.4502,-2.85853,55.4818,55.4818,55.4818,55.4818,-20.992,-6.42589,2.80071,8.56473,-3.37835,-15.9335,-45.468,3.57051,4.69392,3.22121,-6.59226,2.16245
-0.0270202,0.00368261,0.00358712,-0.0256874,30.6718,-42.2821,3.94723,-5.66913,-271.029,24.8435,341.635,-137.636,2.83531,-53.9375,-2.73023,30.0,-24.0,-3.59844,-337.782,-0.334939,415.723,-159.672,12.3557,-61.9886,-4.642,30.0,-24.0,-4.1367,30.6718,30.6718,30.6718,30.6718,-2.97612,-7.67089,-15.7474,6.07527,-98.4001,-16.5304,-8.09078,-21.7103,-9.64887,5.56672,-4.33514,-2.14243
-0.0270667,0.00374527,0.00361044,-0.0258211,20.3964,-21.5937,3.01651,-4.5946,643.341,51.9168,-1002.5,421.4,-23.2458,7.35529,-16.8694,-30.0,24.0,10.751,-341.719,-2.53824,427.453,-170.614,15.0274,-56.973,-5.40591,30.0,-24.0,-4.52419,20.3964,20.3964,20.3964,20.3964,-22.4084,-17.2316,-0.0568635,10.8269,-59.1482,-24.026,-17.7128,-7.92049,-0.765706,5.59561,-3.22739,-0.223184
-0.0270602,0.00374032,0.00395087,-0.0258263,-36.5962,57.5173,-5.02349,4.44655,766.728,51.9262,-1134.27,446.121,-17.9499,25.1355,-15.9139,-30.0,24.0,11.693,315.615,-0.276112,-369.475,125.056,18.8113,59.3593,-5.63727,-30.0,24.0,-4.01755,-36.5962,-36.5962,-36.5962,-36.5962,-22.5732,-18.9977,-0.271217,12.4936,-7.38861,-35.5608,53.716,-0.335602,6.61922,5.41941,5.43995,0.702785
-0.0271347,0.00370172,0.00451807,-0.0255987,3.31556,8.83506,-5.8328,0.493793,964.765,135.197,-1264.73,428.554,-52.7558,84.0,52.3277,-30.0,24.0,5.87675,-302.122,-1.90873,412.035,-203.939,24.2569,-51.976,-6.5188,30.0,-24.0,-2.11153,3.31556,3.31556,3.31556,3.31556,-5.04422,26.6993,12.8613,-4.36782,-38.0368,-34.9831,-23.3334,-5.27661,2.31592,7.30999,0.324177,-0.252203
-0.0271276,0.00369836,0.00517933,-0.0251559,47.3124,-34.5062,-5.72527,-0.465834,578.266,138.278,-629.519,169.292,-41.5898,84.0,56.7935,-30.0,24.0,14.5742,-352.476,2.52122,417.231,-172.068,26.8657,-52.1494,-7.34592,30.0,-24.0,-2.52593,47.3124,47.3124,47.3124,47.3124,-3.89207,31.3944,-13.135,-4.20518,-48.0962,-42.9557,-27.5173,-0.204248,7.17236,9.19545,-6.02781,0.156386
-0.0268963,0.00377387,0.00608727,-0.024482,20.1055,-21.1489,-3.98818,-4.94271,1036.86,154.604,-1346.43,462.612,-50.1266,84.0,64.0152,-30.0,24.0,13.7444,-336.331,3.36214,412.419,-174.089,29.4409,-56.5513,-8.45732,28.3849,-21.5835,-3.94791,20.1055,20.1055,20.1055,20.1055,-18.4792,31.5166,-1.05813,-0.863614,-45.9619,-44.051,-35.3889,-12.7099,-0.617084,9.8117,-2.64619,-0.142975
-0.026489,0.00397574,0.00679305,-0.023706,-35.2323,54.2148,-2.95584,0.239787,587.267,185.124,-659.05,198.211,-69.695,84.0,73.7136,-30.0,24.0,6.18414,-361.919,2.51398,444.536,-185.409,29.383,-58.1966,-9.13845,30.0,-21.9677,-5.31041,-35.2323,-35.2323,-35.2323,-35.2323,-3.17741,34.4344,-13.0029,-4.85132,-61.8743,-50.4628,-16.6667,-16.1888,-0.981901,10.7555,-2.38522,0.107678
-0.0261045,0.00430137,0.00759313,-0.0229286,-67.0722,93.8508,-10.6641,12.1326,1048.06,179.517,-1352.76,475.382,-67.4852,84.0,73.4436,-30.0,24.0,9.19418,-345.794,3.20621,435.987,-180.946,28.4122,-57.5332,-8.67984,28.6588,-24.0,-6.04331,-67.0722,-67.0722,-67.0722,-67.0722,-18.695,32.0181,-0.971086,-1.62891,-33.8699,-50.5134,-48.9273,-6.0489,4.50231,10.763,-9.93082,2.40728
-0.0256101,0.00471316,0.00795571,-0.0222958,-11.9494,24.7137,-0.301532,0.549182,566.95,147.52,-589.825,158.299,-50.5194,84.0,65.6663,-30.0,24.0,14.927,-309.355,3.8461,353.039,-135.101,25.28,-60.4325,-7.09277,18.7986,-17.9603,-5.96744,-11.9494,-11.9494,-11.9494,-11.9494,-1.82407,31.377,-12.571,-4.40641,-92.1601,-48.2837,3.50871,-22.979,-4.65991,10.5985,-2.74852,-0.439295
-0.025083,0.0051962,0.00842347,-0.0219142,-14.4909,28.2105,-0.909299,3.14883,1031.62,63.0692,-1319.66,454.632,0.837917,84.0,37.9924,-30.0,24.0,28.4931,-342.907,6.77361,403.657,-157.908,17.3811,-62.1407,-5.79813,21.902,-22.9018,-6.04033,-14.4909,-14.4909,-14.4909,-14.4909,-17.9883,22.1841,-0.812499,1.13663,-83.2545,-32.6187,-3.20094,-18.2864,-5.36191,7.57683,-2.8118,-0.849864
-0.0243746,0.00561195,0.00850324,-0.021702,57.9217,-84.7041,11.9222,-15.9855,-16.4913,-79.3928,105.975,-109.403,78.4922,-13.4623,-23.0375,30.0,-18.818,30.0,329.677,9.69947,-379.825,136.509,6.11934,61.223,-1.92136,-30.0,24.0,-7.00573,57.9217,57.9217,57.9217,57.9217,4.87985,3.26873,0.110405,-2.38618,18.9025,-8.03299,58.051,1.28159,3.71399,-0.094238,6.46601,0.114431
