com_y,sim_com_y,com_x,sim_com_x,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40
-0.0189394,-0.0289217,0.00375772,0.00125646,-5.78169,22.282,-1.55549,5.63763,336.733,-1.33082,-408.947,148.995,-18.8357,57.8643,-7.7361,-30.0,24.0,7.06616,462.534,205.14,-483.122,136.54,-134.818,84.0,69.4783,-30.0,18.7062,-30.0,-5.78169,-5.78169,-5.78169,-5.78169,17.1559,3.99548,-0.345335,-4.25866,94.3157,-29.2892,7.13121,24.6759,17.7493,0.519283,0.664125,3.55005
-0.0199915,-0.0297974,0.00382311,0.00127063,-6.90528,25.3516,-1.95686,5.0837,327.832,-6.70881,-410.639,159.955,-9.77856,59.1096,-3.60427,-30.0,24.0,7.53654,472.15,151.544,-511.031,160.488,-106.607,84.0,47.4742,-30.0,24.0,-30.0,-6.90528,-6.90528,-6.90528,-6.90528,17.7735,3.37419,-0.322386,-4.3155,95.6152,-25.0704,7.45701,27.7017,19.613,0.396699,0.527603,4.16302
-0.0210002,-0.0305834,0.00394782,0.00124517,-7.43057,26.8256,-2.4522,4.4954,302.276,-8.39645,-375.014,145.615,-3.60055,54.7986,0.647967,-30.0,24.0,6.12714,-351.395,19.0211,441.32,-182.801,-31.0,-62.9926,-9.96259,30.0,-19.6746,7.14612,-7.43057,-7.43057,-7.43057,-7.43057,14.9124,3.15818,1.19317,-4.42506,81.3149,-6.79713,14.9492,19.6619,12.1952,-1.33482,3.8181,1.60628
-0.0217609,-0.0311549,0.00414215,0.00116749,-8.5792,26.9274,-2.98912,4.18881,263.024,-8.9742,-460.129,223.174,-6.12403,18.1314,0.112775,-30.0,10.6246,0.766665,101.451,-0.260716,-247.17,125.748,-12.866,-7.86297,-4.62249,-25.6577,12.0805,0.455781,-8.5792,-8.5792,-8.5792,-8.5792,-2.1405,2.63597,-7.86714,0.690127,0.828081,23.6579,-21.5013,-2.0333,-8.42067,-4.31289,10.3577,-4.65188
-0.022073,-0.0314939,0.00440846,0.00106128,-84.245,114.494,-18.1255,21.1128,-248.946,-7.21069,464.93,-246.718,-18.7367,-17.6001,-4.46589,16.8785,-15.6122,-4.48927,-404.318,5.07123,767.084,-392.797,-22.1983,3.17548,-20.9625,24.9136,-24.0,-30.0,-84.245,-84.245,-84.245,-84.245,3.59584,4.20142,5.45701,-3.82245,105.087,26.7467,16.4411,36.5178,11.9288,-15.8833,-9.72356,8.2597
-0.0223343,-0.0317285,0.00478031,0.00102238,-2.91426,27.0331,-3.69659,3.27587,133.091,38.2175,-222.181,116.981,-35.8604,13.1137,-5.05005,-30.0,10.2643,-2.69153,248.555,-1.12006,-139.279,-38.4917,-36.5633,75.2127,3.18625,-30.0,-10.3348,-13.8808,-2.91426,-2.91426,-2.91426,-2.91426,1.34401,-5.46667,8.2945,-1.39581,43.9821,-1.42827,62.0133,3.95842,3.69665,-2.58022,10.5374,1.79888
-0.0231265,-0.0320664,0.00499337,0.0010732,7.23541,30.79,-19.4157,21.4141,231.322,-13.9808,-259.746,84.0891,-37.3742,42.6465,-3.42719,-30.0,24.0,-1.49591,242.917,-21.7906,-211.98,41.8489,-30.1931,76.0975,-2.40444,-30.0,6.18063,-11.5066,7.23541,7.23541,7.23541,7.23541,-1.79182,2.43807,11.2028,-1.50524,53.6679,31.2143,55.9344,19.8542,6.20268,-10.0058,7.41008,1.91933
-0.0240605,-0.0325137,0.00544558,0.00127396,4.38426,32.6546,-20.2117,22.3589,-318.453,-16.5477,457.573,-190.519,-29.2625,-37.0995,-0.552999,30.0,-24.0,1.88425,202.039,-31.176,-232.847,97.6356,-20.844,69.1708,1.53513,-30.0,17.2107,-3.53485,4.38426,4.38426,4.38426,4.38426,10.3402,2.53795,2.26669,-3.00417,-47.7423,61.5751,-33.0835,-9.16966,-18.7716,-8.04618,1.21939,-10.5632
-0.025199,-0.033068,0.00562251,0.00155727,-15.2413,22.3447,-3.2525,5.03396,165.83,-8.85431,-119.912,34.1616,-26.3403,42.5647,0.0975912,-30.0,24.0,-0.875762,-932.228,-65.2062,1213.33,-446.382,10.7329,-63.5309,-42.9622,30.0,-24.0,-18.018,-15.2413,-15.2413,-15.2413,-15.2413,-6.4842,1.54124,9.67806,-1.88781,49.7929,55.796,23.9266,-13.6952,-18.1511,-7.19064,-0.487536,-10.1407
-0.0258353,-0.0336199,0.00537825,0.00184484,-95.7437,113.397,-14.7564,19.0435,-473.325,-7.10992,808.764,-364.233,-28.723,-32.8759,-0.717913,30.0,-11.184,-3.11242,-892.213,-59.1275,1225.31,-482.607,8.47781,-63.5654,-43.4007,30.0,-24.0,-21.6511,-95.7437,-95.7437,-95.7437,-95.7437,5.75882,3.34836,0.0668222,-3.14448,81.6035,47.8945,-16.0129,1.21448,-7.77627,-5.10181,-11.3516,-8.5537
-0.0263657,-0.0340921,0.0054314,0.00208167,-12.7936,19.7336,0.171634,2.83118,188.409,1.73439,-75.3827,-19.941,-43.8323,49.5307,-3.32884,-30.0,24.0,-2.33203,-825.84,-17.2276,1138.59,-467.19,-18.6417,-46.4065,-30.5389,30.0,-24.0,-30.0,-12.7936,-12.7936,-12.7936,-12.7936,-7.57049,2.64996,9.22977,-1.14645,35.9176,40.7088,15.3158,-17.6965,-18.3905,-4.78964,-0.699933,-8.99065
-0.0269057,-0.0345069,0.00552681,0.00230246,-92.5278,110.124,-14.2042,19.7741,-442.232,3.47989,759.512,-337.079,-48.3029,-31.887,-3.46077,30.0,-13.6858,2.23451,-730.62,-0.322374,1076.47,-459.743,-32.2515,-38.7642,-20.503,30.0,-24.0,-30.0,-92.5278,-92.5278,-92.5278,-92.5278,5.66104,3.54341,-0.868981,-1.87155,50.9211,32.5545,-31.2943,-5.05286,-9.66097,-2.97779,-9.72648,-7.34294
-0.0276649,-0.0349357,0.00574237,0.00248681,-11.8906,19.7337,1.03405,3.28738,166.151,-0.290931,-142.845,54.0698,-40.7741,32.7423,-0.536706,-30.0,24.0,7.43707,-724.025,-1.03402,1055.62,-459.062,-31.2236,-31.1103,-20.3721,30.0,-24.0,-30.0,-11.8906,-11.8906,-11.8906,-11.8906,-4.85479,2.05847,6.7304,-0.712827,21.3347,31.5936,1.58721,-20.0638,-18.3495,-3.04895,-0.393719,-7.77162
-0.0285721,-0.0354208,0.00574369,0.00258682,-92.698,111.534,-12.9924,19.1537,-425.196,-2.75762,680.165,-268.802,-26.86,-31.0489,2.16445,30.0,-3.2079,10.1872,-663.817,-4.68476,1017.37,-449.201,-27.3131,-29.15,-22.1461,30.0,-24.0,-29.491,-92.698,-92.698,-92.698,-92.698,5.66426,2.10846,-1.41656,-1.68625,38.6736,28.1598,-37.3359,-8.08584,-10.1701,-1.80508,-9.06838,-6.18731
-0.0293613,-0.0359273,0.00571963,0.00260859,-10.7789,21.1077,1.16189,3.46002,6.45891,-1.10795,42.771,-10.4917,-18.4297,4.78435,2.17713,-10.3225,-0.939724,9.1076,-648.083,-7.41886,985.593,-441.472,-13.5551,-20.55,-22.1283,30.0,-24.0,-20.6975,-10.7789,-10.7789,-10.7789,-10.7789,-0.61977,1.3182,3.22136,-0.534982,12.973,25.8271,-9.1458,-22.1464,-18.3327,-1.92259,-0.0127247,-6.44136
-0.0298468,-0.0363713,0.00567709,0.00253935,-89.0231,109.941,-13.2887,18.8363,-325.537,-0.491904,456.552,-138.487,-13.8071,-29.2643,1.02777,17.6523,9.58121,7.45299,-568.291,-12.7887,911.721,-414.542,-6.02536,-15.4852,-21.4444,30.0,-19.417,-15.3687,-89.0231,-89.0231,-89.0231,-89.0231,4.735,1.70565,-1.89399,-1.28132,24.5595,20.6463,-44.1487,-13.8831,-12.0834,-0.581029,-7.19355,-4.65047
-0.0301853,-0.0366864,0.00549347,0.00243095,-10.5311,24.2928,0.469846,3.04436,-324.894,-1.07637,452.637,-133.818,-10.3342,-27.0053,-0.183133,24.2356,-1.61317,6.33282,348.14,-3.49079,-367.216,131.567,-2.02247,65.6612,-3.05422,-30.0,24.0,1.34578,-10.5311,-10.5311,-10.5311,-10.5311,3.17298,1.68301,10.7498,-2.60064,65.0924,-6.23614,47.6747,36.6981,20.9195,-6.32732,3.74554,6.92684
-0.0305433,-0.0368667,0.00531884,0.00225352,-87.8799,110.42,-14.8671,19.6499,-134.968,-1.58384,140.418,2.34909,-9.48128,-26.6263,-1.20921,19.106,-10.8185,5.75779,333.187,-5.27653,-369.408,150.085,-1.18118,63.5747,-3.48083,-30.0,24.0,0.495816,-87.8799,-87.8799,-87.8799,-87.8799,2.35191,2.51418,6.80372,-4.54472,107.666,-11.1733,2.85199,41.6204,22.5573,-4.75471,4.81488,2.48928
-0.0307486,-0.0369157,0.00507399,0.00209246,85.8372,-103.381,15.7949,-18.7023,-146.691,0.251049,204.091,-48.7175,-3.37399,-30.1436,0.930757,24.3335,-19.4123,4.66853,334.604,-5.05053,-370.235,149.424,-1.71188,63.3679,-2.81979,-30.0,24.0,0.270059,85.8372,85.8372,85.8372,85.8372,1.15189,1.3918,7.16828,-5.20355,103.97,-4.60147,1.84524,37.3575,21.8544,-2.20952,4.99211,1.84795
-0.0309666,-0.0369198,0.00465595,0.00191691,83.811,-101.619,15.7899,-18.8996,-155.969,3.72315,209.16,-46.6164,5.29113,-34.392,2.9968,30.0,-24.0,1.70468,334.19,-2.04005,-368.945,148.751,-0.329969,63.0304,-2.07882,-30.0,24.0,0.962204,83.811,83.811,83.811,83.811,0.3181,0.252887,7.2618,-5.36563,100.216,-2.90266,2.38878,35.7891,22.5145,-0.0832658,4.81479,1.22202
-0.0309999,-0.0368516,0.00426798,0.00172979,82.9671,-100.572,15.9467,-19.2141,-87.3499,5.91969,128.601,-30.9724,9.5262,-29.8317,1.88146,18.9533,-24.0,-2.11549,-493.656,-52.0011,536.153,-169.81,48.8959,-74.6461,-13.5285,30.0,-24.0,26.1921,82.9671,82.9671,82.9671,82.9671,3.99276,0.0696463,6.53588,-5.51778,104.262,-9.5497,3.04756,32.0843,21.1715,-1.97191,5.04736,-0.241603
-0.0305237,-0.0367099,0.00373636,0.00158557,82.2768,-98.3266,13.0532,-16.493,263.453,7.88493,-287.319,114.474,7.1951,50.9315,-1.0298,-30.0,15.2133,-4.24716,-347.896,-27.0776,423.932,-162.234,28.8413,-55.6699,-4.86162,30.0,-24.0,18.0217,82.2768,82.2768,82.2768,82.2768,-14.7303,-1.67755,-0.954121,3.41557,-80.9491,3.76118,-18.4627,-19.1324,-12.0468,1.72412,-3.05214,-2.62123
-0.0301712,-0.0364417,0.00341042,0.00143721,18.2238,-24.7699,0.776077,-3.20988,-280.674,3.88426,417.127,-183.387,0.0662599,-42.3601,-7.38457,30.0,-24.0,-2.35711,-81.5196,54.5714,99.2776,-58.7752,-36.9239,-32.2591,15.6465,13.2883,-24.0,-12.5691,18.2238,18.2238,18.2238,18.2238,1.18238,0.952095,-9.91212,1.00233,-20.9002,-13.7072,-50.665,2.73367,3.10786,3.54429,-4.88521,-1.71482
-0.0300442,-0.0362063,0.00337956,0.00135053,83.3677,-99.4315,12.0594,-16.6009,-300.686,3.26531,246.084,-26.1625,-8.44063,-55.0844,-11.0932,30.0,-24.0,-0.227043,331.988,118.898,-504.346,182.336,-84.8257,-7.30596,35.3371,-30.0,-17.1305,-30.0,83.3677,83.3677,83.3677,83.3677,16.1802,1.74914,0.217254,-2.08225,49.4406,-35.6031,17.2182,21.1068,18.653,3.27514,-2.98684,3.65444
-0.0302608,-0.0361262,0.00346565,0.00140843,-8.79303,21.1177,-4.79859,5.21631,168.357,0.390702,-415.158,231.703,0.113651,2.64723,-6.14807,-26.572,-10.8404,1.87005,460.07,96.9997,-488.025,149.544,-70.0779,84.0,36.1899,-30.0,24.0,-18.9896,-8.79303,-8.79303,-8.79303,-8.79303,8.3706,-0.606696,6.86865,-1.19595,20.8335,-33.5597,37.6525,15.2775,16.0285,2.15836,0.645699,7.49222
-0.0305971,-0.0362732,0.00386879,0.0016483,-86.8635,109.295,-18.8014,20.8012,148.593,3.42635,-429.848,301.896,19.9823,31.8159,2.83381,-30.0,24.0,0.383426,510.292,17.1389,-504.23,139.783,1.57373,84.0,25.7329,-30.0,24.0,22.8199,-86.8635,-86.8635,-86.8635,-86.8635,5.12948,-3.41421,11.1141,-1.5516,17.7717,-27.8716,66.526,17.1645,17.496,0.880649,-0.347212,9.11445
-0.030664,-0.0365296,0.0039167,0.0019802,-90.0036,112.429,-18.2376,20.4517,179.377,-6.65445,-497.687,329.662,45.1526,19.2007,6.92339,-30.0,13.9865,-0.777022,519.151,0.0739549,-519.415,149.778,24.1654,84.0,18.1629,-30.0,24.0,30.0,-90.0036,-90.0036,-90.0036,-90.0036,6.71383,-3.7828,9.04189,-2.37889,29.2795,-30.9002,56.4848,15.4733,17.6492,2.10195,-0.694328,9.93194
-0.0301957,-0.036661,0.00391167,0.00229857,-90.7051,112.992,-17.2982,19.7371,-150.291,-1.29214,87.5055,22.2987,46.0833,-17.7916,5.1871,30.0,-23.6888,-3.75672,524.743,24.1167,-511.922,142.052,19.1912,84.0,24.7732,-30.0,24.0,30.0,-90.7051,-90.7051,-90.7051,-90.7051,12.1241,-3.17825,4.0769,-2.5313,30.8704,-38.6364,31.6599,12.5842,17.0359,3.65184,-1.41111,10.7218
-0.0292715,-0.0365132,0.00391106,0.00254292,-12.1912,23.7125,-2.89988,3.85123,29.0747,3.81591,-345.922,266.341,36.2781,-26.1488,2.5567,30.0,-24.0,-4.49033,484.925,65.5518,-483.413,132.712,-3.94276,84.0,37.5973,-30.0,24.0,23.1738,-12.1912,-12.1912,-12.1912,-12.1912,4.746,-2.76992,-2.41959,0.692616,-26.2841,-46.1457,41.622,-11.8971,2.9371,4.66585,7.37376,10.2188
-0.0282901,-0.036096,0.00388917,0.00270956,84.3372,-106.54,13.4124,-17.8977,101.691,-2.92207,-420.98,272.879,37.3295,-22.2077,1.44634,30.0,-20.8956,2.45638,989.429,76.6017,-1231.48,424.806,-25.4378,84.0,47.5715,-30.0,24.0,14.5801,84.3372,84.3372,84.3372,84.3372,0.895982,-3.52244,-5.98546,3.54455,-83.8065,-51.9717,32.5405,-17.1729,-2.1371,3.14954,19.2304,10.1539
-0.0276431,-0.0355295,0.00385244,0.00281937,73.9626,-98.7197,13.3215,-17.804,70.0978,3.6395,-473.359,330.873,39.0041,-43.9672,3.05512,30.0,-23.2037,4.96217,1007.71,112.358,-1249.07,434.418,-34.5545,84.0,56.3675,-30.0,24.0,16.0506,73.9626,73.9626,73.9626,73.9626,4.61632,-3.76682,-8.38196,2.71572,-73.8125,-56.1904,20.9281,-13.4127,2.84301,5.98975,13.8523,11.3108
-0.0269984,-0.0349324,0.00360831,0.00283055,67.3389,-92.9731,13.4025,-17.7408,85.0145,5.73058,-491.477,336.806,48.8298,-45.3265,2.87807,30.0,-24.0,5.72072,1009.65,106.008,-1257.89,438.33,-21.2839,84.0,58.1013,-30.0,24.0,26.1271,67.3389,67.3389,67.3389,67.3389,4.70896,-4.24548,-8.49803,2.52928,-72.8048,-59.8254,24.7348,-15.646,2.47943,6.70444,14.1549,11.6806
-0.0262127,-0.0343243,0.00337187,0.0027253,86.6134,-112.323,13.9678,-17.9349,185.006,11.7955,-410.813,221.211,51.484,0.732851,0.962926,30.0,-24.0,3.32156,989.276,108.154,-1252.47,441.681,-16.2741,84.0,58.5107,-30.0,24.0,30.0,86.6134,86.6134,86.6134,86.6134,-1.72326,-4.58706,-3.57372,2.33354,-73.2909,-63.3383,29.6755,-14.8823,3.783,7.46899,13.8965,11.3852
-0.0252681,-0.0336656,0.00315705,0.00255311,82.2358,-109.804,14.2927,-18.6943,128.208,17.877,-378.659,231.16,44.7023,-16.8859,-2.61984,30.0,-24.0,-0.475286,990.11,116.754,-1253.78,444.382,-19.9143,84.0,60.14,-30.0,24.0,30.0,82.2358,82.2358,82.2358,82.2358,0.544934,-3.81354,-5.60299,2.40097,-70.2122,-66.375,26.5465,-15.0034,3.94856,7.92068,13.2756,11.3171
-0.0242329,-0.0329015,0.0028578,0.00236224,87.9681,-116.727,14.1371,-18.6183,493.754,18.8587,-830.5,384.237,35.26,28.5366,-4.76803,-30.0,8.38761,-3.51154,978.745,92.4664,-1243.94,440.173,-10.9029,84.0,51.4993,-30.0,24.0,30.0,87.9681,87.9681,87.9681,87.9681,-6.5184,-3.35302,-1.0054,2.37655,-72.5269,-65.5639,18.9879,-8.60629,7.48477,8.03241,11.0951,11.277
-0.0232722,-0.0320685,0.00254745,0.00210863,10.72,-23.3804,2.23189,-4.69348,241.445,8.15156,-406.99,207.26,31.1236,32.8967,-1.67562,-30.0,24.0,-5.60976,859.421,21.0056,-1037.59,343.527,22.7256,60.4316,22.8352,-30.0,5.61328,30.0,10.72,10.72,10.72,10.72,-2.92157,-2.73636,1.29424,1.72885,-53.0686,-50.274,10.0634,10.8014,16.9236,6.18409,0.324629,10.5105
-0.0224514,-0.0312569,0.00253147,0.00195358,5.31187,-14.7192,1.63491,-4.24921,329.294,-36.9752,-368.51,113.048,49.8318,63.2068,7.46467,-30.0,24.0,-7.8022,-357.44,4.83333,423.7,-157.395,6.28355,-61.5893,-7.42445,28.0287,-24.0,-8.15651,5.31187,5.31187,5.31187,5.31187,-14.1883,-2.45306,2.62038,5.30327,-112.016,2.08121,-2.7868,-40.2087,-19.8172,7.57222,-0.738373,-2.72223
-0.021756,-0.0304492,0.00259394,0.00193259,7.2011,-14.7132,1.85853,-5.47559,268.439,-23.91,-256.508,51.3689,31.8213,64.929,11.4606,-30.0,24.0,-8.12432,-499.32,-180.813,560.806,-183.842,127.384,-84.0,-67.1977,30.0,-24.0,30.0,7.2011,7.2011,7.2011,7.2011,-14.498,-2.79036,2.63158,4.35546,85.9434,26.3225,-6.29206,34.5645,15.7249,-6.79843,0.812769,3.96973
-0.0206989,-0.0296029,0.00307495,0.00202554,11.2338,-20.5917,0.964992,-5.28043,274.912,-24.3685,-256.715,42.1166,34.3566,65.8039,13.9477,-30.0,24.0,-4.07239,-489.881,-180.428,540.854,-178.276,125.749,-82.4465,-65.666,30.0,-24.0,30.0,11.2338,11.2338,11.2338,11.2338,-15.6189,-3.29293,2.41379,4.06878,91.9802,33.7167,-5.17362,36.157,15.5212,-8.27766,0.933759,3.6784
