Time,Distance,RMSE_zmp_x,RMSE_zmp_y,RMSE_com_x,RMSE_com_y,RMSE_com_z,ajustes,RMSE_ABS_com_x,RMSE_ABS_com_y
51.061,2.0282329999999997,0.009767137994491443,0.0024748788175762344,0.0032718322182962835,0.04994408061178045,0.0009996946685028403,0,0.017947179404052726,0.009580126002420617
