Time,Distance,RMSE_zmp_x,RMSE_zmp_y,RMSE_com_x,RMSE_com_y,RMSE_com_z,ajustes,RMSE_ABS_com_x,RMSE_ABS_com_y
51.047999999999995,2.0251727,0.007394816811826052,0.0013201263367178273,0.002442739268593075,0.09337302966751082,0.0009306198347107483,0,0.0369183233680854,0.00030193512572018765
