Time,Distance,RMSE_zmp_x,RMSE_zmp_y,RMSE_com_x,RMSE_com_y,RMSE_com_z,ajustes,RMSE_ABS_com_x,RMSE_ABS_com_y
50.097,1.98606434,0.006867492300400802,0.001563876964310621,0.002206647808537073,0.007651483663743488,0.0009639250501001725,0,0.01604089021490982,0.010348371656965932
