Time,Distance,RMSE_zmp_x,RMSE_zmp_y,RMSE_com_x,RMSE_com_y,RMSE_com_z,ajustes,RMSE_ABS_com_x,RMSE_ABS_com_y
52.464999999999996,2.00515379,0.0034325620459578553,0.0005705181569022988,0.0011969873834482751,0.0076308585059157085,0.0009378049808428927,0,0.02374447894022989,0.029070244129559386
