Time,Distance,RMSE_zmp_x,RMSE_zmp_y,RMSE_com_x,RMSE_com_y,RMSE_com_z,ajustes,RMSE_ABS_com_x,RMSE_ABS_com_y
52.166000000000004,2.0478278,0.004265327998265228,0.00018294354964919042,0.0014289341672320747,0.02112324507804549,0.0008673600616807845,0,0.01398783987355436,0.003647516299755204
