Time,Distance,RMSE_zmp_x,RMSE_zmp_y,RMSE_com_x,RMSE_com_y,RMSE_com_z,ajustes,RMSE_ABS_com_x,RMSE_ABS_com_y
52.283,2.0585299999999997,0.0045229236488935915,5.0015177161824214e-05,0.001554786748239367,0.10285585610366173,0.000884854723879162,0,0.011040482407562054,0.027474185775947662
