Time,Distance,RMSE_zmp_x,RMSE_zmp_y,RMSE_com_x,RMSE_com_y,RMSE_com_z,ajustes,RMSE_ABS_com_x,RMSE_ABS_com_y
53.592,2.0699870700000003,0.006076672777257399,0.00044145928204196314,0.002036657150543275,0.005600463120378418,0.0009664876358186522,0,0.026543139139378044,0.06529591674198389
