Time,Distance,RMSE_zmp_x,RMSE_zmp_y,RMSE_com_x,RMSE_com_y,RMSE_com_z,ajustes,RMSE_ABS_com_x,RMSE_ABS_com_y
51.111999999999995,2.02091425,0.003964069920239733,0.0002038718806897229,0.00130263728176459,0.03974978036983494,0.000957054431125938,0,0.0049455209062094704,0.011875206897541757
