com_y,sim_com_y,com_x,sim_com_x,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40
-0.0157467,-0.0249686,-0.00252406,-0.00466334,-69.268,91.1862,-19.4815,16.9489,442.035,214.596,-772.832,348.59,-143.426,3.84136,74.236,-30.0,13.966,-30.0,-302.415,65.2673,362.515,-162.158,-78.15,-48.1449,-15.811,30.0,-24.0,4.64512,-69.268,-69.268,-69.268,-69.268,3.24096,-14.0036,2.42569,-3.40398,-20.9224,68.9043,-23.3355,-14.39,-17.9468,-12.2406,-0.562278,-5.04095
-0.0168943,-0.0260463,-0.00200179,-0.00430195,21.6809,-9.84166,-7.20827,11.3586,300.928,-10.1284,-404.8,155.258,-6.54645,55.1055,3.80985,-30.0,24.0,5.61245,291.106,119.672,-465.179,205.229,-115.492,43.5666,-20.3239,-30.0,24.0,-1.71404,21.6809,21.6809,21.6809,21.6809,-1.77066,0.854856,13.4027,-1.65477,67.6075,2.04395,44.3293,16.4598,1.08575,-20.1802,13.7872,-1.95731
-0.0178822,-0.0268521,-0.00169363,-0.00408949,-94.9393,112.833,-17.0984,19.6641,276.919,130.29,-373.927,147.472,-95.1645,51.1056,38.8714,-30.0,24.0,-30.0,344.332,1.66836,-417.159,150.13,-25.4831,64.8802,-8.61936,-30.0,24.0,4.70855,-94.9393,-94.9393,-94.9393,-94.9393,0.531862,-10.4568,12.2295,0.298697,20.6462,-18.4241,78.7726,9.97018,2.39517,-8.95702,12.1856,0.574625
-0.0186462,-0.0276386,-0.00132337,-0.00389282,-69.6895,71.4995,-1.62406,4.86488,-719.898,66.425,1001.72,-387.778,-62.1883,-47.4156,11.454,30.0,-10.5381,-30.0,332.849,-6.35874,-396.904,148.893,-22.3116,65.8687,-5.0488,-30.0,24.0,3.533,-69.6895,-69.6895,-69.6895,-69.6895,-18.6289,1.2138,0.640683,4.3393,116.451,2.10234,7.0964,43.9709,18.7685,-11.6419,4.9723,4.6297
-0.0193002,-0.028259,-0.0012473,-0.00371115,-95.64,96.4061,-2.56303,6.19445,-945.318,39.6667,1259.31,-464.371,-46.8711,-84.0,0.271826,30.0,-24.0,-30.0,-400.903,8.53545,473.282,-167.072,-38.3185,-65.6897,-6.98701,30.0,-24.0,-2.66127,-95.64,-95.64,-95.64,-95.64,-17.7638,1.22841,1.68446,6.24452,111.246,16.2533,3.78656,54.0199,22.5025,-14.8938,1.74566,7.01215
-0.020047,-0.0288058,-0.00232972,-0.00353807,38.8933,-66.1108,-2.05067,-1.68867,274.864,-8.72097,-354.913,152.593,-8.05151,48.0489,4.5678,-24.3989,24.0,5.7406,104.355,-9.84994,-187.072,132.871,-26.4045,16.1877,-3.2106,1.33657,14.7107,-4.89499,38.8933,38.8933,38.8933,38.8933,19.1132,8.2696,-5.61903,-6.81936,-106.621,86.6659,31.1501,-44.8219,9.25522,51.6235,11.1344,3.34573
-0.020788,-0.0293297,-0.00277058,-0.00348142,-1.28933,-24.5927,-2.55436,-2.52131,-303.174,-13.5544,372.676,-112.297,-8.33331,-52.3205,4.05231,30.0,-24.0,6.27757,388.31,-22.0314,-443.431,176.932,-19.7548,49.4835,-2.14424,-30.0,24.0,-5.41544,-1.28933,-1.28933,-1.28933,-1.28933,23.6147,10.0484,-1.35746,-4.0056,-136.504,93.5022,14.2441,-34.4422,20.1507,62.0694,0.451258,8.00674
-0.0216874,-0.0298468,-0.00308883,-0.00358571,-42.6603,38.9002,3.46917,1.90158,-100.721,-30.794,302.012,-104.393,-20.4452,84.0,2.85063,-30.0,24.0,-10.8292,276.451,-23.1837,-173.795,26.26,-21.9138,69.4509,-0.812251,-30.0,24.0,-2.71116,-42.6603,-42.6603,-42.6603,-42.6603,-17.5196,2.78881,3.82932,8.67196,100.909,42.4865,-7.61275,61.0728,24.5695,-18.0848,2.78747,11.4974
-0.0222499,-0.0303784,-0.00414458,-0.00376528,-4.67836,-13.0441,1.77979,-7.29383,-1004.27,-69.7826,1293.84,-420.283,0.990207,-84.0,-37.9979,30.0,-24.0,-27.9214,462.865,-30.1503,-505.201,195.656,-8.54233,72.7352,2.3829,-30.0,24.0,-5.17109,-4.67836,-4.67836,-4.67836,-4.67836,26.7109,12.1001,1.31378,-4.64436,-157.784,83.8333,-2.16151,-32.5213,19.4585,59.5128,-0.108761,7.64319
-0.0228859,-0.0308787,-0.00442464,-0.00416513,-26.644,31.7935,3.24136,1.34809,-71.0362,-30.7578,270.061,-98.1424,-13.5924,84.0,6.81618,-30.0,24.0,-7.13598,270.928,-18.7407,-210.179,54.4884,-16.6329,72.0728,0.26149,-30.0,24.0,-3.78057,-26.644,-26.644,-26.644,-26.644,-17.9101,2.13638,3.20551,9.06737,100.684,39.1365,-4.86305,57.2022,25.0859,-14.6935,3.72716,10.3237
-0.023259,-0.0313627,-0.00527899,-0.00468651,118.578,-133.891,22.9421,-28.0306,233.368,-59.4106,-299.985,133.689,-3.06886,46.2984,8.18694,-30.0,8.95066,9.76997,363.175,-28.4954,-446.953,180.646,-1.45472,55.2328,-2.0322,-30.0,24.0,-6.18737,118.578,118.578,118.578,118.578,6.51807,12.761,14.4277,-5.05238,-39.6038,-30.8593,-75.4346,32.5224,13.8011,-5.00046,1.18535,3.01971
-0.0237181,-0.031687,-0.00490003,-0.00513394,-1.73033,-22.3446,-13.2517,14.6433,-608.136,-43.7481,682.52,-200.909,-13.7595,-84.0,-24.229,30.0,-24.0,-27.6523,378.558,-23.9965,-480.584,186.923,-6.23166,49.301,0.176079,-30.0,23.6221,-7.04281,-1.73033,-1.73033,-1.73033,-1.73033,25.2447,12.6029,-0.0606248,-7.06977,-147.398,61.9938,-1.30765,-39.7022,1.18432,42.8224,9.18934,3.1992
-0.0242788,-0.0319634,-0.0039226,-0.00544773,74.2816,-84.227,13.071,-15.9082,-643.192,-13.482,1051.35,-456.842,-20.9758,-8.68452,4.82434,30.0,-24.0,-2.17567,286.573,-16.7545,-216.396,18.3625,-12.3075,71.7215,-0.760791,-30.0,24.0,-3.51754,74.2816,74.2816,74.2816,74.2816,-6.4741,1.767,-7.49434,9.13133,43.7819,17.3507,53.7476,47.8268,25.4923,-10.5814,5.27662,10.7508
-0.0245927,-0.0321969,-0.00374376,-0.00544968,-22.2792,4.96664,-15.7466,14.5372,-527.323,-33.893,576.123,-159.194,-13.0681,-84.0,-15.1499,30.0,-24.0,-19.0789,316.96,-18.6762,-463.257,196.016,-1.98834,30.7659,2.32412,-30.0,24.0,-4.77889,-22.2792,-22.2792,-22.2792,-22.2792,21.0732,9.65564,-1.13419,-5.82499,-121.289,33.5395,5.45314,-27.8263,1.74597,25.773,12.3657,0.857997
-0.0249378,-0.0323913,-0.0033495,-0.00519998,64.0913,-77.9229,14.5825,-18.7285,-563.383,-2.19001,940.983,-400.757,-16.6441,-1.58215,3.65823,30.0,-17.4881,-0.225407,295.109,-10.8229,-281.116,72.951,-6.04105,69.8616,-0.769478,-30.0,24.0,-2.86124,64.0913,64.0913,64.0913,64.0913,-8.04991,0.514699,-7.57506,7.86555,51.5282,5.86567,52.8973,39.1573,23.088,-6.52413,4.821,8.68724
-0.0250927,-0.0325381,-0.0032148,-0.00473385,-8.71186,14.4221,5.15533,-5.19116,-505.617,-23.2006,569.82,-151.528,-16.8793,-84.0,-9.32185,30.0,-24.0,-19.8417,208.07,-11.604,-410.924,223.148,-1.80284,-4.98421,0.223612,-30.0,24.0,-4.38027,-8.71186,-8.71186,-8.71186,-8.71186,16.9149,9.32306,-3.57029,-4.77413,-82.5151,-17.8524,20.5145,12.6956,0.939431,-9.7801,13.2211,4.32215
-0.0252789,-0.032643,-0.00284773,-0.00418149,-6.30655,11.8348,5.32126,-4.44168,-951.852,-0.962117,1247.4,-414.204,-20.2225,-84.0,-3.65433,30.0,-24.0,-18.7432,148.652,-12.0985,-295.85,156.234,0.505685,-19.9635,-0.837197,-25.572,24.0,-3.8454,-6.30655,-6.30655,-6.30655,-6.30655,16.4747,3.8547,-3.04465,1.28573,104.821,2.07196,-1.83394,27.4661,15.9369,-0.606114,-4.07966,-1.09284
-0.0253953,-0.0327162,-0.00276347,-0.00369917,27.8728,-32.9042,10.1946,-9.38484,-936.787,1.10354,1235.52,-412.147,-18.2826,-84.0,-1.15274,30.0,-24.0,-14.6847,-68.9939,-10.7072,18.5435,35.8042,1.24293,-40.4812,-0.542816,3.35948,24.0,-2.94376,27.8728,27.8728,27.8728,27.8728,14.5064,2.68087,-4.39591,2.16726,107.075,0.863973,-3.79136,22.5881,13.592,0.462674,-5.51842,-1.86318
-0.025502,-0.0327732,-0.00298429,-0.00335039,-18.6703,24.0951,2.75908,-1.57543,63.1707,7.95083,-14.4805,23.0997,-15.4877,41.8592,0.105403,-30.0,-0.104005,0.746893,309.385,-1.37959,-475.013,239.155,-2.4059,40.7036,-0.603977,-30.0,24.0,-1.06014,-18.6703,-18.6703,-18.6703,-18.6703,-14.6786,-0.00939326,-2.17591,4.00385,-65.3032,10.9059,-7.91517,-22.2702,-14.8632,0.485299,-2.96,-2.48336
-0.0254845,-0.0328177,-0.00270851,-0.00318297,46.9269,-58.0047,13.5621,-12.0922,-905.08,10.6896,1190.32,-393.991,-12.6318,-82.7085,4.11948,30.0,-24.0,-6.61302,-198.586,-4.49017,240.44,-64.9779,3.3377,-38.5922,-1.33278,26.7659,15.4394,-0.807114,46.9269,46.9269,46.9269,46.9269,10.0218,0.000531024,-8.25168,3.74136,68.2561,1.9834,-38.7364,14.3778,8.33228,1.91242,-9.29386,-3.30665
-0.0254747,-0.0328437,-0.0027945,-0.00315303,62.2889,-70.843,10.3398,-10.2441,-613.842,21.7187,907.488,-338.282,-14.4494,-39.2465,7.17312,30.0,-9.65336,-5.34429,332.39,-1.30859,-336.754,103.191,3.3309,65.4806,-1.22029,-30.0,24.0,0.0233202,62.2889,62.2889,62.2889,62.2889,14.8234,-1.54206,7.31719,-0.0167138,109.906,-9.12489,1.77581,25.4804,15.8228,-0.484031,7.41022,0.161609
-0.0254241,-0.0328426,-0.00268926,-0.00317043,68.121,-77.6106,7.92734,-9.2037,-0.571973,29.0327,-125.726,148.436,-17.0334,1.68823,10.1802,-30.0,24.0,-4.51545,321.674,1.67104,-371.997,133.711,3.04235,62.0253,-1.97031,-30.0,24.0,1.28335,68.121,68.121,68.121,68.121,5.61629,-2.94782,9.42442,0.705632,31.5455,-13.958,40.3473,8.64196,6.92757,0.600824,9.46932,-0.803806
-0.0253403,-0.0328071,-0.002126,-0.00312818,7.8769,-18.0357,1.69326,-3.11151,-157.436,15.5407,194.981,-50.5102,-5.25583,-10.9237,-3.45738,24.6165,-24.0,2.27799,351.711,2.048,-415.938,158.751,5.3381,66.8623,-2.03535,-30.0,24.0,1.41504,7.8769,7.8769,7.8769,7.8769,9.95899,-1.31329,7.4612,-2.07979,67.6803,-18.4429,28.5959,14.2164,11.1975,0.444528,7.8864,2.15542
-0.0252546,-0.0327336,-0.00184916,-0.0028989,17.2501,-9.0661,2.97535,-4.07074,489.546,41.0128,-824.084,404.947,-16.3569,11.9197,15.5832,-30.0,24.0,0.832022,-197.912,5.80475,317.344,-169.597,3.63487,-20.6066,-3.53838,21.0336,-21.9756,3.23519,17.2501,17.2501,17.2501,17.2501,-3.18494,-4.40015,3.33507,-1.64757,-71.9778,-17.2947,38.7634,-9.31767,-2.68296,1.54073,4.33275,0.875216
-0.0252013,-0.0326413,-0.00142406,-0.00251425,-61.2771,74.633,-14.3622,15.0439,510.458,67.3726,-527.735,149.011,-28.1102,84.0,22.285,-30.0,24.0,-2.34027,-287.099,6.75287,368.888,-162.042,3.41693,-58.0812,-5.12458,30.0,-22.1586,3.81228,-61.2771,-61.2771,-61.2771,-61.2771,-23.3064,-9.68724,1.94571,7.28841,-85.0041,-12.3743,-2.79853,-39.8555,-23.3569,4.58519,0.667604,-8.27644
-0.0252098,-0.0325505,-0.000775653,-0.00196098,64.0858,-71.7866,5.72972,-8.81738,280.125,36.042,-696.131,395.989,-14.2808,-46.4228,-13.7879,-30.0,24.0,6.52654,239.073,0.151372,-288.885,102.006,13.1384,55.8679,-5.12077,-30.0,24.0,2.82669,64.0858,64.0858,64.0858,64.0858,14.4039,-0.418005,2.68178,-8.86721,-15.6412,-35.9072,26.2727,13.3969,14.2584,2.62643,4.37938,5.99216
-0.025224,-0.0325053,-0.00030843,-0.00127554,35.1666,-39.8845,1.43604,-6.05289,518.821,48.1891,-566.903,158.124,-25.6298,84.0,22.5265,-30.0,24.0,1.88867,323.565,1.48576,-413.977,141.118,14.4815,53.2863,-5.03477,-30.0,18.0928,3.79378,35.1666,35.1666,35.1666,35.1666,-6.28641,-1.57066,14.6518,-4.62117,1.1887,-31.4877,22.0082,-29.3854,-8.33948,12.7805,14.8518,-8.28077
-0.0250496,-0.0324946,0.000557007,-0.000563175,11.6885,-3.86675,0.487481,-3.31127,633.834,34.3964,-1026.02,427.202,-1.67593,8.09923,-11.0622,-30.0,24.0,9.19017,-86.4144,5.45181,142.332,-105.28,18.4241,-11.7272,-5.64821,16.9749,-14.5423,4.4176,11.6885,11.6885,11.6885,11.6885,2.6133,-1.70278,4.32458,-10.4039,-28.6498,-40.8673,34.7539,-8.83654,2.82719,3.72746,5.84004,7.90802
-0.0248396,-0.0324886,0.00140498,0.000158754,-64.1404,82.2893,-13.6217,14.1665,166.764,45.12,-581.75,340.639,-2.83601,-84.0,-13.9863,30.0,24.0,10.8185,-369.518,6.77801,485.666,-220.225,21.3814,-47.6803,-7.48918,30.0,-24.0,4.1672,-64.1404,-64.1404,-64.1404,-64.1404,17.5816,-1.90715,-1.16918,-12.3212,-31.285,-50.3174,-30.9415,13.6405,16.6796,4.90395,1.17652,10.0691
-0.0245954,-0.032445,0.00186755,0.000906456,-42.1764,54.4778,-5.08313,4.72989,845.62,61.4661,-1226.3,463.652,-12.21,31.0677,-18.5891,-30.0,24.0,12.1697,-342.726,4.57279,401.067,-149.891,24.2836,-46.7503,-9.28343,30.0,-15.3205,4.04347,-42.1764,-42.1764,-42.1764,-42.1764,12.0876,-2.96963,-4.41668,-1.35924,-69.1864,-59.1788,24.4321,-11.9238,3.31876,5.7649,13.4961,9.61853
-0.0245446,-0.0323313,0.00190709,0.00158248,24.3322,-26.3609,-3.94074,1.05639,565.41,176.208,-624.036,175.488,-72.5559,84.0,67.1692,-30.0,24.0,2.81466,349.509,21.4677,-539.45,231.299,11.2004,27.9335,-12.4174,-30.0,17.42,10.017,24.3322,24.3322,24.3322,24.3322,-5.91952,-2.82129,6.53694,-12.8322,29.1661,-47.1948,-51.8932,-55.5648,-28.6715,14.0102,-2.30854,-17.2291
-0.0241014,-0.0321416,0.00207748,0.00200514,-7.37068,21.2347,0.714143,0.0212939,1038.62,81.3153,-1441.54,538.835,-22.9494,57.2001,-19.1846,-30.0,24.0,18.0743,-241.069,13.5431,287.027,-123.189,25.5053,-56.6091,-8.94872,30.0,-24.0,5.71596,-7.37068,-7.37068,-7.37068,-7.37068,11.3148,-3.07136,-7.0786,-3.88897,-62.5549,-64.8947,38.3835,-32.1788,-6.23998,8.37024,8.00522,9.75941
-0.023587,-0.0318884,0.0026329,0.00219301,-50.8197,67.1966,-3.11311,6.11513,224.509,45.9132,-528.169,279.871,8.5875,-21.0019,-10.8844,30.0,-24.0,12.1773,-327.405,14.8062,447.9,-182.948,27.5403,-50.9777,-10.696,30.0,-13.4104,4.41325,-50.8197,-50.8197,-50.8197,-50.8197,7.37856,-5.5506,1.51158,2.03321,-46.9216,-74.8489,0.196603,2.85273,15.024,9.0354,2.15809,11.511
-0.0230855,-0.0315367,0.00260002,0.00231462,-30.1805,46.7896,-2.16802,3.5662,326.128,79.8094,-828.953,453.339,-23.911,-77.2478,-29.8562,8.69212,18.3916,16.5776,-310.256,9.69725,433.908,-187.593,32.1923,-46.2829,-11.638,28.0637,-19.1464,3.11204,-30.1805,-30.1805,-30.1805,-30.1805,15.2772,-2.49487,-8.57901,-8.91954,-64.1881,-74.3372,43.5418,-4.71035,-1.00086,-6.02031,18.4382,11.4992
