Time,Distance,RMSE_zmp_x,RMSE_zmp_y,RMSE_com_x,RMSE_com_y,RMSE_com_z,ajustes,RMSE_ABS_com_x,RMSE_ABS_com_y
50.999,2.0098469,0.006071995505273513,0.00029622567311885097,0.002046648953148366,0.01344276481574833,0.0009098156237701647,0,0.03133330884094845,0.033045304588755806
