Time,Distance,RMSE_zmp_x,RMSE_zmp_y,RMSE_com_x,RMSE_com_y,RMSE_com_z,ajustes,RMSE_ABS_com_x,RMSE_ABS_com_y
52.198,2.0332691,0.005040701927499998,0.00030440393064230765,0.0017289031172307689,0.10280940632421152,0.0009567138461538565,0,0.033486090100000004,0.01338269604523077
