Time,Distance,RMSE_zmp_x,RMSE_zmp_y,RMSE_com_x,RMSE_com_y,RMSE_com_z,ajustes,RMSE_ABS_com_x,RMSE_ABS_com_y
51.128,2.0258869,0.006214615030451867,0.0005888290570726915,0.0020587480885265208,0.034506796939250184,0.0008609781925344007,0,0.03993775546738704,0.0011338328864152062
