com_y,sim_com_y,com_x,sim_com_x,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40
-0.0205896,-0.0623248,-0.0129512,0.0127247,-7.34868,28.6395,-5.74486,6.23804,657.015,236.383,-748.443,179.498,-155.071,44.8009,84.0,-30.0,-24.0,-30.0,-318.171,32.2293,354.054,-144.348,-54.9587,-57.1014,-16.4882,22.7951,-24.0,6.50456,-7.34868,-7.34868,-7.34868,-7.34868,-16.4486,-15.0176,-5.65111,1.85413,-85.2897,-26.7207,-13.6623,-13.7444,-5.86585,5.70473,-3.85628,-3.95739
-0.0222003,-0.0634887,-0.0118958,0.0130583,-4.7174,24.7291,-2.36219,0.288182,297.9,-13.6497,-385.324,137.606,-5.82256,57.2956,3.08372,-30.0,24.0,5.3449,-137.403,115.974,66.4715,-31.0273,-108.75,-71.4707,-24.9796,-4.07399,-0.777188,3.0916,-4.7174,-4.7174,-4.7174,-4.7174,-19.1777,-0.989264,0.0978332,1.94829,-87.6254,-0.682923,-4.99624,-19.9976,-22.1946,-8.63803,-1.07519,-6.61269
-0.0230973,-0.0643133,-0.011068,0.013507,17.5993,-30.577,-0.0958745,-6.59861,314.661,-15.4024,-412.007,145.459,0.384869,57.3893,2.04998,-30.0,24.0,4.70002,-352.42,35.5552,444.059,-206.091,-51.0196,-62.1236,-12.4572,30.0,-24.0,4.09003,17.5993,17.5993,17.5993,17.5993,-17.7953,-3.93156,0.110634,3.78926,-85.0787,-5.51792,-9.28476,-20.4836,-13.4731,2.09782,-2.3242,-5.74495
-0.0241729,-0.0650818,-0.0102074,0.0140444,-12.6327,25.1371,-4.62427,3.95637,307.65,-11.148,-407.97,148.831,-3.72034,56.6777,2.64352,-30.0,24.0,4.31021,-412.843,3.0355,473.291,-190.707,-30.7115,-69.6026,-7.1047,30.0,-24.0,1.12121,-12.6327,-12.6327,-12.6327,-12.6327,-15.1856,-11.6713,-0.0756395,6.30427,-97.6958,21.2824,-14.8048,-19.6703,-17.7529,-0.724144,-2.52227,-9.67504
-0.0249021,-0.0656602,-0.00947781,0.0144624,-86.2433,109.868,-16.9386,20.251,309.284,-9.88752,-421.143,160.595,-6.37177,57.0983,3.77233,-30.0,24.0,5.14193,-419.82,-14.2019,502.888,-200.364,-21.6865,-58.0999,-3.65059,30.0,-24.0,-1.72607,-86.2433,-86.2433,-86.2433,-86.2433,-13.8102,-17.9231,-0.116587,7.95247,-49.1252,43.0453,-42.7505,-2.75503,-12.4262,-4.27032,-4.06832,-10.5867
-0.0255807,-0.066123,-0.00864551,0.0147615,5.93121,-27.6056,0.918196,-4.35245,-537.081,-12.1803,530.481,-152.929,-21.2877,-84.0,-23.76,30.0,-24.0,-30.0,-90.1528,-15.4771,-32.5533,70.3065,-26.6346,-35.141,-2.65333,13.8999,0.95776,-2.51141,5.93121,5.93121,5.93121,5.93121,22.3967,8.17536,-6.94543,-8.58742,83.1475,23.9037,-0.905234,27.1969,12.2533,-5.79387,1.3587,1.01176
-0.0263024,-0.0666323,-0.0083858,0.0150092,85.4898,-125.836,15.1256,-19.1001,307.805,-10.3388,-418.016,165.547,-10.1616,57.7798,5.26296,-30.0,24.0,7.26356,-434.047,-19.3258,595.042,-256.817,-23.8529,-43.7795,-2.11158,30.0,-24.0,-5.77719,85.4898,85.4898,85.4898,85.4898,-13.5488,-25.033,-0.0312562,8.54808,30.9692,27.8544,69.917,3.51861,-1.59264,-7.5371,13.2658,-0.784902
-0.0270649,-0.0670781,-0.00803253,0.0152327,9.67509,-34.1705,2.08131,-1.68999,-298.58,-14.9181,361.902,-133.241,-10.1481,-54.1194,4.87183,30.0,-24.0,7.90602,-465.871,-28.2381,596.1,-224.829,-18.3474,-52.4135,-1.59408,30.0,-24.0,-5.81586,9.67509,9.67509,9.67509,9.67509,1.11654,-23.9362,-13.7298,4.15587,107.613,30.3136,6.26303,27.5176,11.4566,-8.20121,2.33383,3.03605
-0.0278087,-0.0676494,-0.00811239,0.0155457,80.7363,-117.072,17.2243,-17.9393,306.861,-12.9024,-406.292,178.127,-12.1994,57.3384,6.49461,-30.0,24.0,8.61333,-450.511,-28.0445,607.14,-239.037,-16.9284,-42.5531,0.192081,30.0,-24.0,-5.70264,80.7363,80.7363,80.7363,80.7363,-17.2534,-26.9166,-0.272544,7.60073,33.311,32.9377,68.3996,4.46177,-2.6114,-8.48906,14.118,-1.14061
-0.0285207,-0.0681676,-0.00823881,0.0158488,-0.126481,-14.039,3.56078,-1.62817,-299.254,-14.198,386.158,-131.704,-9.75058,-52.8263,7.28251,30.0,-24.0,9.98226,-450.993,-26.0263,604.516,-226.342,-13.6387,-51.7464,-7.0618,30.0,-24.0,-2.50904,-0.126481,-0.126481,-0.126481,-0.126481,-0.880921,0.185158,-13.6595,-0.728288,89.033,30.7172,12.9048,26.9823,10.6251,-8.48426,2.03726,2.49739
