Time,Distance,RMSE_zmp_x,RMSE_zmp_y,RMSE_com_x,RMSE_com_y,RMSE_com_z,ajustes,RMSE_ABS_com_x,RMSE_ABS_com_y
52.213,2.0362199,0.004101795948595615,0.0005644872797422088,0.001412887466833398,0.055183508261010004,0.0009052289342054791,0,0.019524960225278953,0.0075512078981973835
