Time,Distance,RMSE_zmp_x,RMSE_zmp_y,RMSE_com_x,RMSE_com_y,RMSE_com_z,ajustes,RMSE_ABS_com_x,RMSE_ABS_com_y
52.193,2.0516877200000003,0.005472631676937872,0.0021038000412021544,0.001792992014733602,0.0415106484422562,0.0009332173494902629,0,0.010350961572417773,0.009152266722502403
