com_y,sim_com_y,com_x,sim_com_x,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40
-0.0105442,0.0168362,0.00632062,-0.0254235,-90.2826,105.11,-15.7398,19.5661,563.833,213.163,-929.632,428.991,-163.944,21.2239,84.0,-30.0,24.0,-30.0,-357.195,177.784,383.334,-132.738,-177.94,-64.9264,-8.8791,30.0,-18.0421,-22.553,-90.2826,-90.2826,-90.2826,-90.2826,-8.92869,-0.631848,-3.13045,4.77276,58.2072,-28.8786,26.1214,25.1242,17.564,-0.902951,-2.43518,2.29993
-0.01317,0.0149362,0.00652055,-0.0253163,-6.69793,15.7408,-0.828572,4.26933,200.542,213.177,-436.124,249.518,-149.933,-7.51669,73.9227,1.66164,24.0,-30.0,-376.279,87.8658,421.897,-159.643,-104.627,-73.1672,-22.2964,30.0,-24.0,10.6282,-6.69793,-6.69793,-6.69793,-6.69793,-13.4666,0.237361,-2.18947,4.20013,76.4356,-25.8766,18.3087,13.3852,12.5405,4.61861,3.69066,-2.83063
-0.0151036,0.0137965,0.0066674,-0.025262,-6.415,15.9088,-0.522613,4.18963,246.315,121.07,-309.513,123.054,-88.5015,48.6837,33.8165,-28.8776,19.8503,-30.0,-335.491,48.3296,424.808,-177.434,-51.3467,-58.3568,-12.1681,30.0,-24.0,12.7696,-6.415,-6.415,-6.415,-6.415,-15.7438,0.0469165,-0.171666,3.79814,90.0385,-10.311,6.46705,20.285,12.7682,-1.01405,1.74011,1.79181
-0.0159033,0.0125267,0.00681407,-0.0251527,89.2447,-108.315,16.2564,-17.838,-652.382,53.3586,1013.72,-440.835,-40.0605,-34.1759,3.37683,30.0,-24.0,-30.0,307.869,22.6587,-207.862,-4.1135,-25.3167,56.1647,-8.71803,-30.0,24.0,-0.197843,89.2447,89.2447,89.2447,89.2447,3.13666,3.82083,3.46375,-4.79656,-22.9754,17.6948,-29.9396,-22.3003,-18.4907,-2.2829,4.00862,-3.05048
-0.0160804,0.0116518,0.00740543,-0.0251136,-92.2457,110.06,-12.3062,17.2025,304.984,-12.4029,-382.65,151.19,-4.252,55.4718,0.816083,-30.0,22.2712,0.480676,-460.812,20.9343,834.254,-416.792,-30.2544,-2.10196,-14.6311,30.0,-24.0,-30.0,-92.2457,-92.2457,-92.2457,-92.2457,-15.7153,3.71618,-1.87236,4.15221,100.261,11.8094,18.4279,35.5529,13.3942,-13.2127,-9.66932,7.19594
-0.0163755,0.0109774,0.00686294,-0.0252514,-5.26409,15.4835,1.11717,3.11016,-503.974,-42.0962,543.014,-149.527,-12.0313,-84.0,-29.252,30.0,-24.0,-30.0,132.989,-27.2135,73.3134,-108.203,-18.9189,84.0,-2.55055,-30.0,24.0,-10.1167,-5.26409,-5.26409,-5.26409,-5.26409,-7.32464,4.60165,4.50947,-1.9735,38.4817,39.738,-30.9409,-10.2022,-13.5881,-3.55706,-6.55874,-6.46209
-0.0171504,0.0102029,0.00696703,-0.0254429,-12.8379,25.5659,-0.760452,5.34556,-986.147,-77.9933,1274.31,-433.852,6.30319,-84.0,-39.7236,30.0,-24.0,-24.3645,18.6458,-45.4807,179.68,-114.558,-3.46841,84.0,5.20849,-30.0,24.0,-8.14675,-12.8379,-12.8379,-12.8379,-12.8379,-8.28594,4.8303,-2.23533,-3.44993,51.4641,51.1853,4.58931,-15.3195,-18.2173,-5.83428,-0.323471,-8.27485
-0.0179558,0.00938084,0.00680781,-0.0256315,-92.9141,108.544,-14.5864,19.4006,-981.761,-124.793,1286.3,-441.49,43.8945,-84.0,-49.6037,30.0,-24.0,-7.90828,-29.1619,-62.3551,235.892,-124.659,20.3101,84.0,12.8329,-30.0,24.0,-9.78548,-92.9141,-92.9141,-92.9141,-92.9141,-8.11768,4.2664,-4.31372,-3.56702,52.3152,57.1874,15.9805,-14.0616,-18.0229,-6.977,-0.517179,-8.30959
-0.0184995,0.00862688,0.00633567,-0.0258123,-6.32373,18.8202,0.242238,3.14296,-507.192,-152.684,567.679,-150.247,65.8376,-84.0,-55.5354,30.0,-24.0,0.824381,-80.0643,-76.3264,303.394,-142.5,37.1912,84.0,16.6397,-30.0,24.0,-12.2286,-6.32373,-6.32373,-6.32373,-6.32373,-15.0112,2.49812,1.43833,-0.335192,86.2548,54.5551,-9.70516,2.70958,-7.16106,-5.96975,-10.975,-6.9361
-0.0187738,0.00802256,0.00584826,-0.026043,-95.6933,110.705,-13.7847,17.2949,-988.166,-138.101,1282.84,-425.576,57.9752,-84.0,-51.349,30.0,-24.0,-4.51417,-70.9982,-70.7533,280.348,-134.398,33.7061,84.0,13.6477,-30.0,24.0,-12.6895,-95.6933,-95.6933,-95.6933,-95.6933,-8.0212,4.36402,-6.35613,-3.24564,53.1877,49.6545,29.1464,-15.2502,-17.0164,-5.73303,-0.846764,-7.81966
