com_y,sim_com_y,com_x,sim_com_x,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40
-0.00928095,0.0167727,-0.00996134,-0.037363,-5.20395,15.9781,-1.26577,2.51959,-302.449,137.222,342.032,-130.232,-132.879,-75.5826,-22.0818,30.0,-20.4341,-6.90598,391.685,232.427,-334.378,27.9841,-158.621,73.0985,84.0,-30.0,-2.35307,-30.0,-5.20395,-5.20395,-5.20395,-5.20395,16.8455,5.20176,-0.804906,-4.12665,-96.5998,-7.1865,-7.49092,-28.155,-15.3727,4.58203,-1.13312,-3.51399
-0.0110955,0.0155366,-0.009474,-0.0369954,-4.58972,13.6864,-1.65294,3.38824,-319.785,104.531,286.188,-62.5008,-103.615,-79.3142,-23.3583,30.0,-4.54554,3.34099,439.343,213.027,-494.918,158.62,-144.991,77.4682,74.9751,-30.0,24.0,-30.0,-4.58972,-4.58972,-4.58972,-4.58972,18.0932,4.362,-0.683968,-4.13809,-96.4678,-3.88423,-7.62208,-26.9374,-15.2842,3.93935,-1.46949,-3.85705
-0.0125872,0.014488,-0.00921454,-0.0368102,-6.17398,15.5435,-0.972312,3.07019,-305.147,66.5228,340.045,-111.903,-71.3714,-53.0645,-16.8282,30.0,-13.0436,3.70755,284.038,142.476,-371.241,152.488,-103.548,55.8571,44.6273,-30.0,24.0,-30.0,-6.17398,-6.17398,-6.17398,-6.17398,15.5698,3.57468,-0.359976,-3.61299,-92.1171,1.7355,-7.57195,-26.0507,-15.6995,2.71339,-1.23428,-3.86747
-0.0136237,0.013712,-0.00910183,-0.0368026,90.4576,-108.813,15.9312,-18.4599,74.3695,22.5745,-13.0739,13.1591,-38.6637,84.0,-8.28143,-30.0,24.0,-0.957568,-294.342,49.3985,341.296,-86.6043,-52.1446,9.85743,4.6476,12.1684,24.0,-30.0,90.4576,90.4576,90.4576,90.4576,-5.13551,2.83059,-8.4772,1.5784,17.1133,-1.69447,75.2871,-1.2239,1.31544,-1.78282,12.4568,0.495077
-0.014329,0.0131516,-0.00944161,-0.0368885,95.2752,-114.08,15.4785,-17.5367,-103.865,-7.93588,303.07,-140.766,-20.2211,84.0,-2.94083,-30.0,24.0,-5.84806,-536.242,-14.0315,545.631,-160.306,-17.4038,-84.0,-22.4254,30.0,-24.0,-28.2102,95.2752,95.2752,95.2752,95.2752,-5.60385,3.48291,-10.8264,1.29522,18.1664,8.72908,75.8866,0.170499,0.259672,-3.66362,12.9227,0.0486212
-0.0148993,0.0126506,-0.0095326,-0.0369109,9.45209,-23.6992,1.93803,-2.93968,-98.3634,-14.6342,287.733,-127.935,-21.1633,84.0,-0.802715,-30.0,24.0,-10.6762,-549.45,-33.1048,553.86,-157.184,-10.4216,-84.0,-32.0802,30.0,-24.0,-30.0,9.45209,9.45209,9.45209,9.45209,-12.8316,3.29985,-4.77515,2.07425,95.2769,14.0895,8.36509,23.5866,12.125,-4.88806,2.52153,3.39805
-0.0154815,0.0120948,-0.0095149,-0.0368468,86.0956,-102.125,15.9718,-17.1773,-609.916,20.485,985.752,-431.984,-34.3948,-3.62164,3.82394,30.0,-24.0,-13.1451,-362.002,-51.8098,434.01,-152.114,-6.35674,-62.5307,3.76053,30.0,-22.4349,6.18666,86.0956,86.0956,86.0956,86.0956,-5.22063,5.6039,-9.61021,-1.1444,15.6466,19.4915,70.5028,3.63139,-0.26645,-5.64113,13.1304,-0.540307
-0.0162008,0.0114799,-0.00963787,-0.036801,21.9331,-30.6139,2.25682,-2.82373,-540.276,-43.082,566.283,-149.419,-16.6127,-84.0,-28.959,30.0,-24.0,-30.0,-326.147,-10.1468,428.141,-167.48,-11.5104,-58.9628,3.78814,30.0,-23.6531,6.46626,21.9331,21.9331,21.9331,21.9331,-14.7915,5.50924,-0.633841,0.695462,62.9526,19.8034,17.7375,23.6664,10.8754,-5.73653,1.09755,1.63151
-0.0170366,0.0108105,-0.00975395,-0.0367932,76.6096,-88.8186,10.7875,-11.9971,-665.043,-15.4467,1060.88,-441.038,-33.4758,-11.5728,1.85468,30.0,-24.0,-12.0751,-533.307,-53.9399,581.983,-185.004,-9.43339,-84.0,-38.1328,30.0,-24.0,-30.0,76.6096,76.6096,76.6096,76.6096,-5.07996,4.58552,-9.89235,1.59704,16.9808,20.2011,62.2346,7.96989,1.86731,-5.10063,8.4286,-1.65971
-0.0179741,0.0100741,-0.0097604,-0.0366573,7.23395,-15.5383,-0.652138,-1.34847,-85.1999,-8.94934,352.012,-193.682,-36.5282,84.0,2.7454,-30.0,8.70907,-9.02782,-600.292,-47.7176,612.018,-184.601,-11.7781,-84.0,-36.1426,30.0,-24.0,-30.0,7.23395,7.23395,7.23395,7.23395,-13.1332,2.9211,-4.95897,4.15819,76.0273,17.5037,8.53277,23.6487,11.2823,-4.85549,0.357656,1.0163
-0.0189444,0.00932098,-0.00935129,-0.0363369,23.3586,-29.8882,1.89733,-5.50171,-1006.34,-25.3222,1277.09,-448.224,-26.4594,-84.0,-17.8466,30.0,-24.0,-30.0,-348.589,-9.54558,435.502,-176.663,-8.26689,-57.8448,4.06045,30.0,-24.0,8.74778,23.3586,23.3586,23.3586,23.3586,2.22387,3.14313,5.66634,-1.76645,64.8484,14.812,20.1715,18.7997,8.62933,-4.62803,4.77514,0.519651
-0.0198081,0.00863846,-0.00859501,-0.0358949,77.4638,-85.3031,13.1449,-16.3671,-1001.0,-11.9634,1291.21,-470.73,-32.2692,-84.0,-11.5562,30.0,-24.0,-30.0,-336.655,-8.93195,399.305,-164.404,-7.84127,-60.4044,2.25275,30.0,-24.0,7.2443,77.4638,77.4638,77.4638,77.4638,-0.177328,3.19447,6.55462,-1.35381,22.2236,11.0733,65.0542,2.57854,-0.0776378,-4.5477,12.6027,0.320144
-0.0205446,0.00801159,-0.00783412,-0.0352002,0.42609,-9.28577,0.699309,-3.65913,-525.833,-3.10699,558.569,-166.504,-40.7643,-84.0,-6.36375,30.0,-24.0,-30.0,-317.549,-8.71871,388.971,-166.953,-9.41586,-57.5412,1.84681,30.0,-24.0,5.75794,0.42609,0.42609,0.42609,0.42609,7.09455,3.32607,0.399045,-2.39024,-80.7047,19.9586,-8.90913,-18.8152,-14.4799,-1.23961,-1.63651,-3.69109
-0.0212444,0.0075845,-0.00686821,-0.0344758,66.9785,-77.7003,14.477,-16.6902,-976.566,9.2796,1242.45,-424.633,-44.6957,-84.0,-1.48229,30.0,-24.0,-30.0,-334.664,-9.84134,395.672,-159.014,-7.83981,-60.8664,1.78458,30.0,-24.0,5.45469,66.9785,66.9785,66.9785,66.9785,-0.654771,2.10891,5.81869,-1.05571,-4.30616,17.7825,-69.5232,-1.72269,-3.7793,-0.955047,-11.3374,-0.36447
-0.0219727,0.00714183,-0.00593375,-0.0335097,-15.6939,2.13552,2.74601,-4.31584,-508.867,19.8014,548.53,-145.327,-50.2174,-84.0,2.70938,30.0,-24.0,-30.0,-317.512,-7.41467,394.843,-163.189,-8.01853,-58.4162,2.02674,30.0,-24.0,4.6568,-15.6939,-15.6939,-15.6939,-15.6939,6.16947,2.22863,-0.789166,-1.92088,-81.3069,15.7808,-3.51438,-21.4343,-15.3323,-0.545108,-0.208761,-3.54185
-0.0226017,0.00678722,-0.00546403,-0.0326939,-10.1183,-3.05172,3.75845,-5.00724,-959.127,31.7813,1217.81,-395.4,-49.9636,-84.0,6.05539,30.0,-24.0,-30.0,-334.914,-6.84755,422.518,-172.45,-5.19768,-61.434,1.30886,30.0,-24.0,3.95008,-10.1183,-10.1183,-10.1183,-10.1183,2.3126,1.56473,1.64977,-0.73648,-80.2018,12.8534,-4.79395,-21.2899,-14.6669,-0.0592247,-1.19677,-3.19853
-0.0231633,0.00649916,-0.00495865,-0.0321034,-16.5264,3.84438,-4.01798,5.33945,-944.952,39.878,1209.94,-394.898,-51.7918,-84.0,8.47157,30.0,-24.0,-30.0,-580.214,12.2199,918.81,-442.388,-27.4434,-11.235,-10.2403,30.0,-23.0865,-22.4916,-16.5264,-16.5264,-16.5264,-16.5264,2.02727,1.78842,-3.23968,-0.316806,-71.7413,9.41692,2.49691,-19.064,-12.7894,-0.32206,2.01663,-1.63932
-0.0236279,0.00617987,-0.00456009,-0.0316167,78.2259,-91.0198,19.1519,-18.6206,306.672,-3.40806,-357.54,144.46,-1.60642,57.8824,3.55248,-30.0,21.0329,3.81017,-315.794,-4.54137,402.428,-153.532,-4.4949,-58.6628,0.0990065,30.0,-20.593,2.46652,78.2259,78.2259,78.2259,78.2259,3.43202,1.5023,10.2668,-3.14621,-8.06406,8.15493,-69.8873,-4.01179,-3.55053,0.83483,-12.7343,-0.138285
