Time,Distance,RMSE_zmp_x,RMSE_zmp_y,RMSE_com_x,RMSE_com_y,RMSE_com_z,ajustes,RMSE_ABS_com_x,RMSE_ABS_com_y
51.111,2.0242904,0.0028252976083448125,0.0011129938365479237,0.0009623044224562088,0.10540167468625862,0.0008983989372170929,0,0.019900641451387525,0.03242780679737079
