Time,Distance,RMSE_zmp_x,RMSE_zmp_y,RMSE_com_x,RMSE_com_y,RMSE_com_z,ajustes,RMSE_ABS_com_x,RMSE_ABS_com_y
51.129,2.0127603,0.004124537126572326,0.000805431388254717,0.001407207069496854,0.0789900524442276,0.0009212421383647526,0,0.008721024549724841,0.01979864473989387
